Name,Location,Description,Accelerator,Batch,Status
Airbyte,"SanFrancisco,CA,USA",Open-source EL(T) platform,Y Combinator,W20,
H1,"NewYork,NY,USA",Connecting stakeholders across the healthcare ecosystem.,Y Combinator,W20,
KaratFinancial,"SanFrancisco,CA,USA",The black card for creators.,Y Combinator,W20,
Fondeadora,"MexicoCity,CDMX,Mexico",We are connecting every single Mexican to the financial system.,Y Combinator,W20,
Ophelia,"NewYork,NY,USA",Medication & support to beat opioid addiction from home,Y Combinator,W20,
TrueNorth,"SanFrancisco,CA,USA",TrueNorth gives truckers a single place to manage their business.,Y Combinator,W20,
Pulley,"MountainView,CA,USA",Helping startups get more from their equity,Y Combinator,W20,
Yassir,Algeria,Yassir is the leading Super App for French Speaking Africa,Y Combinator,W20,
Belvo,"SãoPaulo,StateofSãoPaulo,Brazil",Open Finance API platform for Latam.,Y Combinator,W20,
PostHog,"SanFrancisco,CA,USA","Open source product analytics, self-hosted or in the cloud.",Y Combinator,W20,
CARUPI,"SãoPaulo,StateofSãoPaulo,Brazil",CARUPI is the world's 1st managed P2P marketplace for used cars.,Y Combinator,W20,
JetAdmin,"SanFrancisco,CA,USA",No-code business app builder,Y Combinator,W20,
OchreBio,"Oxford,UK",Genomic medicines that rejuvenate transplanted livers. ,Y Combinator,W20,
Jenfi,Singapore,Jenfi provides revenue-based financing for digital businesses in Asia ,Y Combinator,W20,
Legionfarm,"SanFrancisco,CA,USA",We connect gamers with training and assistance from Pro players,Y Combinator,W20,
MentenAI,"SanFrancisco,CA,USA",Menten AI designs peptide and protein therapeutics using quantum…,Y Combinator,W20,
EquatorTherapeutics,"SanFrancisco,CA,USA",We are developing a drug to burn calories and increase metabolism…,Y Combinator,W20,
Dapi,"SanFrancisco,CA,USA",Accept instant bank payments within any app,Y Combinator,W20,
GasPos,"LittleRock,AR,USA",Modern Point of Sale for Gas Stations and Truck Stops,Y Combinator,W20,
Humanly,"Seattle,WA,USA",Humanly automates candidate screening for companies with high…,Y Combinator,W20,
Prelay,"SanFrancisco,CA,USA",Team Selling Platform,Y Combinator,W20,
Reach.Live,"MountainView,CA,USA",Host live & demand Tech Talks,Y Combinator,W20,
WorkPay,"Nairobi,Kenya",HR and payroll processing for SMBs in Africa,Y Combinator,W20,
TambuaHealth,"SanFrancisco,CA,USA",The T-Scope is an app-based handheld ultrasound system that brings…,Y Combinator,W20,
LivingCarbon,"1458SanBrunoAve,SanFrancisco,CA94110,USA",Supertrees that capture & store more CO2.,Y Combinator,W20,
LabGrid,"Berkeley,CA,USA",Collaborative software for high-throughput biotech,Y Combinator,W20,
PowerX,"NewYork,NY,USA",Energy solutions for the masses,Y Combinator,W20,
SEND,"Lagos,Nigeria",Flexport for Africa - Digital Freight forwarder and Customs Broker.,Y Combinator,W20,
99minutos,"MexicoCity,CDMX,Mexico",The fastest shipping for online shopping,Y Combinator,W20,
Dropee,"KualaLumpur,FederalTerritoryofKualaLumpur,Malaysia",Dropee is a SaaS-enabled marketplace that connects brands like…,Y Combinator,W20,
Recall.ai,"Waterloo,ON,Canada",The universal API for real-time meeting data,Y Combinator,W20,
Healthlane,"Lagos,Nigeria",Preventive Healthcare Simplified,Y Combinator,W20,
Stable,"SanFrancisco,CA,USA",A virtual address + mailbox for business,Y Combinator,W20,
Sakneen,"Cairo,CairoGovernorate,Egypt",Zillow for Egypt,Y Combinator,W20,
GiveAway,"Minsk,Belarus",Community driven marketplace for used things and hot deals,Y Combinator,W20,
GuruHotel,"MountainView,CA,USA",The Shopify for the hotel industry.,Y Combinator,W20,
CrowdForce,"Abuja,Nigeria","Crowdforce is an app that allows any local merchant in Africa,…",Y Combinator,W20,
NomicBio,"Montreal,QC,Canada",Nomic is doing for proteins what Illumina has done for DNA,Y Combinator,W20,
Ramani,"DaresSalaam,Tanzania",We're building financial infrastructure for Africa's supply chains,Y Combinator,W20,
Handl,"SanFrancisco,CA,USA","Handl converts documents (invoices, income stabs, custom forms, etc.)…",Y Combinator,W20,
Zynq,"SanFrancisco,CA,USA",Office management platform that optimizes your hybrid workplace,Y Combinator,W20,
StarkBank,"SãoPaulo,StateofSãoPaulo,Brazil",Banking for companies in Brazil,Y Combinator,W20,
Termii,"Lagos,Nigeria",Termii is Twilio for Africa.,Y Combinator,W20,
BeGo,"SanFrancisco,CA,USA",Be-Go Connects cargo shippers with truck suppliers in Mexico and LatAm,Y Combinator,W20,
Linkana,"SãoPaulo,StateofSãoPaulo,Brazil",Faster and better supplier information for LatAm.,Y Combinator,W20,
Apartio,"SãoPaulo,StateofSãoPaulo,Brazil",Apartio offers Short Term Rentals for Business Travelers in Brazil,Y Combinator,W20,
Tajir,"Lahore,Punjab,Pakistan",The one-stop shop for mom-and-pop stores in Pakistan to buy inventory.,Y Combinator,W20,
Moons,"MexicoCity,CDMX,Mexico",Moons provides high quality orthodontics in LATAM at accessible prices,Y Combinator,W20,
Valienta,"Medellín,Medellin,Antioquia,Colombia",Helping Dropshippers in Colombia run the business and increase sales,Y Combinator,W20,
Bamboo,"Lagos,Nigeria",Bamboo ― the first online brokerage service for Africans and their…,Y Combinator,W20,
Hent,"Recife,StateofPernambuco,Brazil",Hent is helping land lot developers to better manage their sales…,Y Combinator,W20,
ElectroNeek,"Austin,TX,USA",The only Hyperatomation Platform for MSPs & IT Service Providers,Y Combinator,W20,
Float,"Accra,Ghana",Cash management and credit for Africa's fast growth companies.,Y Combinator,W20,
Orchata,"Monterrey,NuevoLeon,Mexico",Groceries delivered in 15 min in LATAM,Y Combinator,W20,
SOMATIC,Unkown,Bathroom cleaning robots for office buildings.  ,Y Combinator,W20,
Avion,"AddisAbaba,Ethiopia",A drone delivery network which is live in Africa delivering medical…,Y Combinator,W20,
Daedalus,Unkown,AWS for precision manufacturing,Y Combinator,W20,
delt.ai,"MexicoCity,CDMX,Mexico",Digital banking for businesses in Latam.,Y Combinator,W20,
Oda,"LosAngeles,CA,USA",Visual commerce platform for real estate,Y Combinator,W20,
Nexu,"MexicoCity,CDMX,Mexico",Financing platform for LatAm car dealerships.,Y Combinator,W20,
Isabl,"NewYork,NY,USA",Cancer tests based on whole genome and transcriptome data.,Y Combinator,W20,
OpenBiome,"Cambridge,MA,USA",A nonprofit stool bank enabling access to fecal transplants.,Y Combinator,W20,
BreatheWell-being,"NewDelhi,Delhi,India",A digital well-being program to help people prevent or manage chronic…,Y Combinator,W20,
AngleHealth,"SanFrancisco,CA,USA",Health Insurance for Startups,Y Combinator,W20,
Raycast,"London,UK",Speed up non-coding tasks for engineering teams,Y Combinator,W20,
Easyplan,"Mumbai,Maharashtra,India",An AI-driven investment app for beginner investors in India,Y Combinator,W20,
Pahamify,"NorthBogor,BogorCity,WestJava,Indonesia",College entrance test preparation App for students in Indonesia,Y Combinator,W20,
SynapsicaHealthcare,"Bengaluru,Karnataka,India",AI-enabled automation of diagnostic radiology workflow and reporting.,Y Combinator,W20,
HireSweet,"SanFrancisco,CA,USA",Find and hire the best passive job candidates.,Y Combinator,W20,
Spenny,"Bengaluru,Karnataka,India",Acorns for India. Every time you swipe you make a digital…,Y Combinator,W20,
EduRev,"Chandigarh,India",Learning App for 400M Indian Students like a Netflix for Education,Y Combinator,W20,
Bikry,"Noida,UttarPradesh,India",Bikry: Helping SMB's in India go online ,Y Combinator,W20,
Hiration,"NewDelhi,Delhi,India",We help job seekers quickly create resumes that get 2X more interviews,Y Combinator,W20,
ZeoAuto,"Mumbai,Maharashtra,India",Route Planning and fleet management software.,Y Combinator,W20,
Morphle,"Bengaluru,Karnataka,India",Microscopy Automation + Assistive Intelligence,Y Combinator,W20,
TagMango,"Kolkata,WestBengal,India",Monetisation tool for the Indian creator economy,Y Combinator,W20,
PillarPlus,"Mumbai,Maharashtra,India",Software to automatically create construction blueprints,Y Combinator,W20,
farmtheory,"Bengaluru,Karnataka,India",India's first vegetable delivery service to restaurants with a hack,Y Combinator,W20,
UrbanKisaan,"Hyderabad,Telangana,India",We are a marketplace for farmers to sell directly to consumers.,Y Combinator,W20,
HumBee,"Bengaluru,Karnataka,India",Avatar-based Social App for young Indians to meet new people,Y Combinator,W20,
StayQrious,"Bengaluru,Karnataka,India","StayQrious helps kids in India learn through online group classes,…",Y Combinator,W20,
PaySwifter,"Bengaluru,Karnataka,India",Stripe for Cannabis,Y Combinator,W20,
AbleJobs,"Bengaluru,Karnataka,India","Job training app in India for roles in sales, support & marketing",Y Combinator,W20,
goDutch,"Mumbai,Maharashtra,India",Group payments product which lets people pay together at any offline…,Y Combinator,W20,
Kosh,"Gurugram,Haryana,India",Turn creditworthy blue-collar workers into micro-lenders for their…,Y Combinator,W20,
DeepSource,"SanFrancisco,CA,USA",DeepSource is a modern static analysis platform,Y Combinator,W20,
Upflow,"NewYork,NY,USA",Revolutionizing how B2B companies get paid.,Y Combinator,W20,
PostEra,"Boston,MA,USA",Medicinal Chemistry powered by Machine Learning,Y Combinator,W20,
Skypher,"SanFrancisco,CA,USA",Cybersecurity compliance cockpit,Y Combinator,W20,
Vital,"London,UK",API for at-home health data,Y Combinator,W20,
Laserfocus,"Berlin,Germany",Laserfocus is an enjoyable Salesforce interface.,Y Combinator,W20,
Jitter,"Paris,France",Figma for motion design,Y Combinator,W20,
FellaHealth,"SanFrancisco,CA,USA",The telehealth clinic for men with obesity,Y Combinator,W20,
Cron,"SanFrancisco,CA,USA",Next-generation calendar for professionals and teams,Y Combinator,W20,
Riot,"Paris,France",Cybersecurity awareness for fast growing companies,Y Combinator,W20,
Modernbanc,"SanFrancisco,CA,USA",Launch banking and payments products fast.,Y Combinator,W20,
ToDesktop,"Cork,Ireland",All-in-one platform for building & releasing desktop apps,Y Combinator,W20,
Nimbus,"AnnArbor,MI,USA",Tesla for city dwellers ,Y Combinator,W20,
CandidHealth,"SanFrancisco,CA,USA","Easy, automated insurance billing for healthcare providers.",Y Combinator,W20,
Dropbase,"SanFrancisco,CA,USA",Turn CSV/Excel files into live databases instantly,Y Combinator,W20,
AlloyAutomation,"NewYork,NY,USA",Use Alloy to automate your ecommerce store ✨,Y Combinator,W20,
Quill,"SanFrancisco,CA,USA",Customer facing report builder,Y Combinator,W20,
MiniExhibitions,"NewYork,NY,USA",Virtual events for remote teams,Y Combinator,W20,
Vori,"EastPaloAlto,CA,USA",Vori is a b2b wholesale app that streamlines ordering for…,Y Combinator,W20,
BuildBuddy,"PaloAlto,CA,USA",BuildBuddy provides enterprise features for Bazel — the open source…,Y Combinator,W20,
Typedream,"SanFrancisco,CA,USA","No-code site builder, easy as Notion, pretty as Webflow",Y Combinator,W20,
Savvy,"SanFrancisco,CA,USA",Flexible health insurance stipends for high growth companies,Y Combinator,W20,
Release,"LosAngeles,CA,USA",Environments as a service,Y Combinator,W20,
Cortex,"SanFrancisco,CA,USA",Understand and improve your services,Y Combinator,W20,
QueryPie,"SanMateo,CA,USA",Normalize your Data Governance,Y Combinator,W20,
Welcome,"SanFrancisco,CA,USA",Create jaw dropping virtual events,Y Combinator,W20,
Ello,"SanFrancisco,CA,USA",The world’s first AI reading coach that works with real books.,Y Combinator,W20,
Multiverse,"Boston,MA,USA",Multiverse is a web-based game creation system inspired by Dungeons &…,Y Combinator,W20,
TuringLabsInc.,"NewYork,NY,USA",AI for R&D of consumer brands like P&G to develop better products,Y Combinator,W20,
AltayTherapeutics,"SanFrancisco,CA,USA",Altay develops therapies to treat chronic liver diseases  ,Y Combinator,W20,
FairSquareMedicare,"SanFrancisco,CA,USA",The health insurance agent you wish your parents had.,Y Combinator,W20,
Pashi,"SanFrancisco,CA,USA",Pashi builds software to operate and optimize production lines.,Y Combinator,W20,
Bloom(formerlyTogether),"Oakland,CA,USA",Bloom: find your people,Y Combinator,W20,
Metaplane,"Boston,MA,USA",The Datadog for Data: observability for modern data teams,Y Combinator,W20,
Munchies,"Berkeley,CA,USA",Save up to 50% off your next meal with real-time deals on restaurants,Y Combinator,W20,
TiendaCrypto,"BuenosAires,Argentina",Crypto Exchange and Payment API Gateway,Y Combinator,W20,
GlobalBelly,"SanFrancisco,CA,USA",Marketplace enabling social commerce for brands and content creators. ,Y Combinator,W20,
LogarithmLabs,"FosterCity,CA,USA",Easy button to use data for your daily operations,Y Combinator,W20,
Duffl,"LosAngeles,CA,USA",10-minute delivery service for college students.,Y Combinator,W20,
RiyaCollective,"SanFrancisco,CA,USA",Riya Collective is building the first community-driven global…,Y Combinator,W20,
TalynAir,"LosAngeles,CA,USA","Long range, battery electric vertical take-off and landing aircraft.",Y Combinator,W20,
Operator,"NewYork,NY,USA",Platform for evaluating private companies ,Y Combinator,W20,
Signadot,"SanMateo,CA,USA",Test Environments at scale in Kubernetes,Y Combinator,W20,
FelixBiotechnology,"SanFrancisco,CA,USA",We’re creating programmable therapies,Y Combinator,W20,
VisualOne,"SanFrancisco,CA,USA",AI for security cameras,Y Combinator,W20,
Fly.io,"Chicago,IL,USA",We run app servers close to your users.,Y Combinator,W20,
Grain,"Oakland,CA,USA",Grain transforms the debit card you already have into a credit card…,Y Combinator,W20,
StartPlaying.Games,"SanFrancisco,CA,USA",Building Communities Through Play,Y Combinator,W20,
Benepass,"NewYork,NY,USA",An employee benefits card for modern companies,Y Combinator,W20,
Eze,"SanFrancisco,CA,USA",B2B Marketplace for new & used electronics,Y Combinator,W20,
Syndetic,"NewYork,NY,USA",Shopify for data,Y Combinator,W20,
UTVATE,"SanFrancisco,CA,USA",UNLOCKING SATELLITE INTERNET CAPACITY WITH USER TERMINAL INNOVATION,Y Combinator,W20,
Homestead,"LosAngeles,CA,USA",Homestead is a real estate development platform for homeowners,Y Combinator,W20,
Paymobil,"SanFrancisco,CA,USA",Global Venmo using stablecoins,Y Combinator,W20,
Edlyft,"SanFrancisco,CA,USA",Helping create the next million computer science grads ,Y Combinator,W20,
SINAI,"SanFrancisco,CA,USA",Enterprise software to quantify cost-effective decarbonization…,Y Combinator,W20,
Haven,"NewYork,NY,USA",Homeownership reimagined for the 21st century.,Y Combinator,W20,
Cadence,"SanFrancisco,CA,USA",Delightful team-building events for remote companies,Y Combinator,W20,
Replicate,"Berkeley,CA,USA",Reproducible machine learning,Y Combinator,W20,
Eternal,"LosAngeles,CA,USA",Own the best moments in streaming,Y Combinator,W20,
Dashworks,"SanFrancisco,CA,USA",Your team's intelligent start page.,Y Combinator,W20,
Datasaur,"Sunnyvale,CA,USA",Datasaur builds a data labeling workforce management platform for NLP.,Y Combinator,W20,
Supermall,"LosAngeles,CA,USA",Stealth commerce app.,Y Combinator,W20,
Acho,"Boston,MA,USA",Data infrastructure for your business team,Y Combinator,W20,
"Exosonic,Inc.","LosAngeles,CA,USA",Developing a supersonic airliner to fly overland with a quiet boom,Y Combinator,W20,
Nextmv,"Philadelphia,PA,USA",Dev platform for quickly building and testing logistics algorithms.,Y Combinator,W20,
1build,"14268SMapleLnCt,OregonCity,OR97045,USA","Codifying the language of buildings, one cost estimate at a time",Y Combinator,W20,
DeepMeditate,"Waterloo,ON,Canada","Deep Meditate is an app that helps you de-stress, sleep, and…",Y Combinator,W20,
Ditto,"SanFrancisco,CA,USA",Manage the words across your team’s product from design to production.,Y Combinator,W20,
Cyberdontics,"Boston,MA,USA","Automated dental surgery using advanced imaging, AI and robotics",Y Combinator,W20,
Jamiphy,"SanFrancisco,CA,USA",TikTok for Musicians,Y Combinator,W20,
Brokrete,"Toronto,ON,Canada","Instacart meets Shopify, for construction.",Y Combinator,W20,
OpenUnit,"Toronto,ON,Canada",Software for managing self-storage facilities.,Y Combinator,W20,
ArdisAI,"MountainView,CA,USA",Building the foundations for Artificial General Intelligence.,Y Combinator,W20,
GlistenAI,"SanFrancisco,CA,USA",Glisten AI automatically categorizes and tags e-commerce product data.,Y Combinator,W20,
